,Unnamed: 0.1,Unnamed: 0,db_id,original_sql,rewritten_sql,activated_rules,latency_org,latency_new,original_logical_plan
2006,,1112,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2009 AND mc.company_id<210036 AND mc.company_type_id>1;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year = 2009) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 210036 AND company_type_id > 1) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t222.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],1.44408075,1.414107084,
2007,,6,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year=2013 AND mc.company_id<239 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year = 2013) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 239 AND company_type_id < 2) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],0.636304736,0.62244451,
2008,143.0,143,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1965 AND mi_idx.info_type_id<100;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 1965) AS t213 INNER JOIN movie_companies AS movie_companies59 ON t213.id = movie_companies59.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 100) AS t214 ON t213.id = t214.movie_id,['FILTER_INTO_JOIN'],1.68820405,1.539648215,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2009,220.0,220,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1995 AND mc.company_id<391 AND mc.company_type_id>1;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 1995) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 391 AND company_type_id > 1) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],0.611629327,0.576953729,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2010,559.0,559,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>2008 AND mi_idx.info_type_id>99;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 2008) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 99) AS t223 ON t222.id = t223.movie_id,['FILTER_INTO_JOIN'],1.855797688,1.826719284,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2011,,1879,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND mc.company_id<1402 AND mc.company_type_id<2;",SELECT * FROM title INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 9674) AS t ON title.id = t.movie_id,['FILTER_INTO_JOIN'],0.131154935,0.105103652,
2012,695.0,695,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND mc.company_id=1595 AND mc.company_type_id>1;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 1595 AND company_type_id > 1) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t222.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],0.21436135,0.17753156,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2013,505.0,505,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year<1964 AND mc.company_id=73 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year < 1964) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 73 AND company_type_id < 2) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],0.245074352,0.205339511,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2014,276.0,276,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year=2008 AND mc.company_type_id>1;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year = 2008) AS t217 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id > 1) AS t218 ON t217.id = t218.movie_id INNER JOIN movie_info_idx AS movie_info_idx60 ON t217.id = movie_info_idx60.movie_id,['FILTER_INTO_JOIN'],2.079502106,2.054283142,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2015,,1695,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1919 AND mc.company_id<5259 AND mc.company_type_id=1;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2008) AS t INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 101) AS t0 ON t.id = t0.movie_id INNER JOIN movie_keyword ON t.id = movie_keyword.movie_id,['FILTER_INTO_JOIN'],0.294176896,0.266167005,
2016,610.0,610,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>2012 AND mc.company_type_id=1 AND mi_idx.info_type_id=101;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year > 2012) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 1) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 101) AS t284 ON t282.id = t284.movie_id,['FILTER_INTO_JOIN'],0.82672739,0.773303668,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2017,915.0,915,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year<2000 AND mc.company_id<12673 AND mc.company_type_id=1;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 2 AND production_year < 2000) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 12673 AND company_type_id = 1) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],1.872724136,1.842616955,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2018,1160.0,1160,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year=2000 AND mc.company_type_id=1 AND mi_idx.info_type_id<100;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 2 AND production_year = 2000) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 1) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 100) AS t284 ON t282.id = t284.movie_id,['FILTER_INTO_JOIN'],0.860791445,0.818296909,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2019,,1457,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year=2012 AND mc.company_id<2302 AND mc.company_type_id=1;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1993) AS t INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 5587) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],1.077461402,1.040998856,
2020,69.0,69,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>3 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 3) AS t213 INNER JOIN movie_companies AS movie_companies59 ON t213.id = movie_companies59.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t214 ON t213.id = t214.movie_id,['FILTER_INTO_JOIN'],1.662166595,1.643789411,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2021,,873,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>4 AND mc.company_type_id=1;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2012) AS t INNER JOIN (SELECT * FROM cast_info WHERE person_id > 1031408 AND role_id < 5) AS t0 ON t.id = t0.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 101) AS t1 ON t.id = t1.movie_id,"['FILTER_INTO_JOIN', 'FILTER_MULTI_JOIN_MERGE', 'FILTER_SCAN']",2.432697137,2.245086352,
2022,,1693,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>4 AND t.production_year=2010;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 1999) AS t INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id > 4609) AS t0 ON t.id = t0.movie_id,['FILTER_INTO_JOIN'],2.508467118,2.449913025,
2023,1239.0,1239,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>6;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 6) AS t155 INNER JOIN movie_companies AS movie_companies59 ON t155.id = movie_companies59.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t155.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],3.072021564,3.041987101,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2024,875.0,875,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1913 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1913) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id < 2) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t222.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],1.913194021,1.891546408,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2025,591.0,591,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1920 AND mc.company_id<178919 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1920) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 178919 AND company_type_id < 2) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],1.936299006,1.837920984,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2026,,1408,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1967 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2009) AS t INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_REDUCE_EXPRESSIONS', 'JOIN_CONDITION_PUSH']",0.781176011,0.695650101,
2027,1468.0,1468,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1979 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1979) AS t INNER JOIN movie_companies ON t.id = movie_companies.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t0 ON t.id = t0.movie_id;,"['FILTER_TABLE_FUNCTION_TRANSPOSE', 'FILTER_INTO_JOIN', 'JOIN_CONDITION_PUSH', 'PROJECT_REMOVE']",1.588189602,1.572238286,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2028,1440.0,1440,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1989 AND mi_idx.info_type_id=100;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1989) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 100) AS t223 ON t222.id = t223.movie_id,['FILTER_INTO_JOIN'],1.665997028,1.58002456,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2029,644.0,644,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1993 AND mc.company_id<164915 AND mi_idx.info_type_id>101;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1993) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 164915) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 101) AS t284 ON t282.id = t284.movie_id,['FILTER_INTO_JOIN'],0.232334216,0.215527296,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2030,1110.0,1110,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1998 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1998) AS t218 INNER JOIN movie_companies AS movie_companies60 ON t218.id = movie_companies60.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t219 ON t218.id = t219.movie_id,['FILTER_INTO_JOIN'],1.909541766,1.79455781,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2031,1121.0,1121,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2006 AND mc.company_id>166956 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2006) AS t277 INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 166956) AS t278 ON t277.id = t278.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t279 ON t277.id = t279.movie_id,['FILTER_INTO_JOIN'],0.359995047,0.329716921,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2032,1045.0,1045,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2007 AND mc.company_type_id=2;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2007) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 2) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t222.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],3.275812705,3.198549589,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2033,,81,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2009 AND mc.company_id>12065;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2009) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 12065) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t222.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],4.31863457,3.406995535,
2034,1450.0,1450,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2010 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2010) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t223 ON t222.id = t223.movie_id,['FILTER_INTO_JOIN'],2.386646827,2.236290058,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2035,1296.0,1296,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2012 AND mc.company_id=72109 AND mc.company_type_id=2;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2012) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 72109 AND company_type_id = 2) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['FILTER_INTO_JOIN'],0.192587773,0.163541079,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2036,736.0,736,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1935;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1935) AS t162 INNER JOIN movie_companies AS movie_companies61 ON t162.id = movie_companies61.movie_id INNER JOIN movie_info_idx AS movie_info_idx61 ON t162.id = movie_info_idx61.movie_id,['FILTER_INTO_JOIN'],1.803874652,1.764033715,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2037,349.0,349,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1971 AND mc.company_id>923 AND mc.company_type_id=1 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1971) AS t271 INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 923 AND company_type_id = 1) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t273 ON t271.id = t273.movie_id,['FILTER_INTO_JOIN'],1.291156928,1.264983257,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2038,448.0,448,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1995 AND mc.company_type_id>1 AND mi_idx.info_type_id=100;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1995) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id > 1) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 100) AS t284 ON t282.id = t284.movie_id,['FILTER_INTO_JOIN'],0.811002493,0.765199741,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2039,795.0,795,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2002 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2002) AS t218 INNER JOIN movie_companies AS movie_companies60 ON t218.id = movie_companies60.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t219 ON t218.id = t219.movie_id,['FILTER_INTO_JOIN'],0.924755414,0.901655277,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2040,551.0,551,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2003 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2003) AS t218 INNER JOIN movie_companies AS movie_companies60 ON t218.id = movie_companies60.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t219 ON t218.id = t219.movie_id,['FILTER_INTO_JOIN'],0.907682975,0.860179027,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2041,1281.0,1281,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2005 AND mc.company_type_id=1 AND mi_idx.info_type_id=101;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2005) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 1) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 101) AS t284 ON t282.id = t284.movie_id,['FILTER_INTO_JOIN'],0.917140086,0.839705149,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2042,,1156,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2009 AND mc.company_id>1675 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 2012) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 20036 AND company_type_id = 2) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN']",0.917986631,0.850044012,
2043,,1670,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2009 AND mc.company_type_id=2;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year < 2011) AS t INNER JOIN (SELECT * FROM cast_info WHERE role_id > 4) AS t0 ON t.id = t0.movie_id,"['FILTER_INTO_JOIN', 'FILTER_SCAN', 'JOIN_CONDITION_PUSH', 'JOIN_PROJECT_BOTH_TRANSPOSE']",32.68837722,31.44777362,
2044,212.0,212,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2009 AND mi_idx.info_type_id<101;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2009) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 101) AS t223 ON t222.id = t223.movie_id,['FILTER_INTO_JOIN'],1.89881889,1.850222429,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2045,663.0,663,imdb,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2010 AND mc.company_id>81341 AND mc.company_type_id>1 AND mi_idx.info_type_id<100;",SELECT * FROM (SELECT * FROM title WHERE production_year = 2010) AS t271 INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 81341 AND company_type_id > 1) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id < 100) AS t273 ON t271.id = t273.movie_id,['FILTER_INTO_JOIN'],0.697696288,0.670252721,"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
2046,,547,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2011 AND mc.company_id<6 AND mc.company_type_id=2 AND mi_idx.info_type_id=100;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2001) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_id = 11367 AND company_type_id > 1) AS t0 ON t.id = t0.movie_id,"['FILTER_SCAN', 'FILTER_PROJECT_TRANSPOSE', 'FILTER_INTO_JOIN', 'FILTER_AGGREGATE_TRANSPOSE']",0.142741839,0.112882376,
