,Unnamed: 0,db_id,original_sql,rewritten_sql,activated_rules,original_logical_plan
618,618,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year=1990 AND mi.info_type_id>15;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1990) AS t218 INNER JOIN cast_info AS cast_info60 ON t218.id = cast_info60.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 15) AS t219 ON t218.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
619,619,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2006 AND mc.company_id<708;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year > 2006) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 708) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
620,620,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year<2013;","SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<3 AND t.production_year<2013;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
621,621,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2010 AND ci.role_id=1;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year = 2010) AS t222 INNER JOIN (SELECT * FROM cast_info WHERE role_id = 1) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_keyword AS movie_keyword61 ON t222.id = movie_keyword61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
622,622,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year=1998 AND mc.company_id<12151 AND mc.company_type_id=2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year = 1998) AS t213 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 12151 AND company_type_id = 2) AS t214 ON t213.id = t214.movie_id INNER JOIN cast_info AS cast_info59 ON t213.id = cast_info59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
623,623,job,SELECT * FROM cast_info ci WHERE ci.person_id=1138153 AND ci.role_id>1;,SELECT * FROM cast_info ci WHERE ci.person_id=1138153 AND ci.role_id>1;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
624,624,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND ci.role_id>2 AND mi.info_type_id=2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1) AS t282 INNER JOIN (SELECT * FROM cast_info WHERE role_id > 2) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 2) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
625,625,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=1668;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=1668;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
626,626,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year=1993;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1993) AS t159 INNER JOIN cast_info AS cast_info60 ON t159.id = cast_info60.movie_id INNER JOIN movie_info_idx AS movie_info_idx60 ON t159.id = movie_info_idx60.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
627,627,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=4 AND t.production_year=2008 AND mi.info_type_id>2;","SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=4 AND t.production_year=2008 AND mi.info_type_id>2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
628,628,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<1930 AND mi.info_type_id=3;",SELECT * FROM (SELECT * FROM title WHERE production_year < 1930) AS t213 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 3) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_keyword AS movie_keyword59 ON t213.id = movie_keyword59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
629,629,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=1 AND t.production_year=1999 AND ci.role_id>1;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year = 1999) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM cast_info WHERE role_id > 1) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
630,630,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>339;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id>339;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
631,631,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year=1966 AND ci.person_id>3377109 AND ci.role_id>2;",SELECT * FROM (SELECT * FROM title WHERE production_year = 1966) AS t222 INNER JOIN movie_companies AS movie_companies61 ON t222.id = movie_companies61.movie_id INNER JOIN (SELECT * FROM cast_info WHERE person_id > 3377109 AND role_id > 2) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
632,632,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND ci.person_id>850358 AND ci.role_id>1 AND mi_idx.info_type_id=99;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM cast_info WHERE person_id > 850358 AND role_id > 1) AS t218 ON title60.id = t218.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t219 ON title60.id = t219.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
633,633,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>2010 AND ci.person_id<2124860 AND ci.role_id=5;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND t.production_year>2010 AND ci.person_id<2124860 AND ci.role_id=5;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
634,634,job,SELECT * FROM cast_info ci WHERE ci.person_id>3306312 AND ci.role_id=9;,SELECT * FROM cast_info ci WHERE ci.person_id>3306312 AND ci.role_id=9;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
635,635,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=27075;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=27075;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
636,636,job,SELECT * FROM movie_companies mc WHERE mc.company_id=648 AND mc.company_type_id<2;,SELECT * FROM movie_companies mc WHERE mc.company_id=648 AND mc.company_type_id<2;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
637,637,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND ci.person_id>2637708 AND ci.role_id=3;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<7 AND ci.person_id>2637708 AND ci.role_id=3;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
638,638,job,SELECT * FROM cast_info ci WHERE ci.person_id=191224;,SELECT * FROM cast_info ci WHERE ci.person_id=191224;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
639,639,job,"SELECT * FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year=2011 AND ci.role_id<2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year = 2011) AS t222 INNER JOIN (SELECT * FROM cast_info WHERE role_id < 2) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_keyword AS movie_keyword61 ON t222.id = movie_keyword61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
640,640,job,SELECT * FROM cast_info ci WHERE ci.person_id<2893981 AND ci.role_id=3;,SELECT * FROM cast_info ci WHERE ci.person_id<2893981 AND ci.role_id=3;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
641,641,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=3991;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=3991;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
642,642,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>16138 AND mc.company_type_id=2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>16138 AND mc.company_type_id=2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
643,643,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1959 AND mk.keyword_id>3154;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1959 AND mk.keyword_id>3154;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
644,644,job,SELECT * FROM movie_companies mc WHERE mc.company_id=73481 AND mc.company_type_id=2;,SELECT * FROM movie_companies mc WHERE mc.company_id=73481 AND mc.company_type_id=2;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
645,645,job,"SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=4 AND ci.person_id>2664673 AND ci.role_id<3;","SELECT * FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id=4 AND ci.person_id>2664673 AND ci.role_id<3;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
646,646,job,"SELECT * FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<2009 AND mk.keyword_id<5766;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2009) AS t222 INNER JOIN movie_info_idx AS movie_info_idx61 ON t222.id = movie_info_idx61.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 5766) AS t223 ON t222.id = t223.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
647,647,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year=1992 AND mc.company_id>11203 AND mc.company_type_id=2 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 1 AND production_year = 1992) AS t282 INNER JOIN (SELECT * FROM movie_companies WHERE company_id > 11203 AND company_type_id = 2) AS t283 ON t282.id = t283.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t284 ON t282.id = t284.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
648,648,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>7524;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>7524;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
649,649,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=1969 AND mi.info_type_id=16;","SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=1969 AND mi.info_type_id=16;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
650,650,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<29186;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id<29186;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
651,651,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>2 AND t.production_year>2010 AND ci.role_id>1 AND mi_idx.info_type_id=99;",SELECT * FROM (SELECT * FROM title WHERE kind_id > 2 AND production_year > 2010) AS t276 INNER JOIN (SELECT * FROM cast_info WHERE role_id > 1) AS t277 ON t276.id = t277.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id = 99) AS t278 ON t276.id = t278.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
652,652,job,"SELECT * FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mi.info_type_id>98 AND mk.keyword_id<8454;",SELECT * FROM title AS title60 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id > 98) AS t217 ON title60.id = t217.movie_id INNER JOIN (SELECT * FROM movie_keyword WHERE keyword_id < 8454) AS t218 ON title60.id = t218.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
653,653,job,SELECT * FROM movie_companies mc WHERE mc.company_id>31913;,SELECT * FROM movie_companies mc WHERE mc.company_id>31913;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
654,654,job,"SELECT * FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2004 AND ci.role_id=3;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2004) AS t213 INNER JOIN (SELECT * FROM cast_info WHERE role_id = 3) AS t214 ON t213.id = t214.movie_id INNER JOIN movie_info_idx AS movie_info_idx59 ON t213.id = movie_info_idx59.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
655,655,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year<2003 AND mi.info_type_id=8 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE production_year < 2003) AS t271 INNER JOIN (SELECT * FROM movie_info WHERE info_type_id = 8) AS t272 ON t271.id = t272.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t273 ON t271.id = t273.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
656,656,job,"SELECT * FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<1985 AND mc.company_type_id=1;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 7 AND production_year < 1985) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id = 1) AS t223 ON t222.id = t223.movie_id INNER JOIN cast_info AS cast_info61 ON t222.id = cast_info61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
657,657,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<1911 AND mc.company_type_id=1;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<1911 AND mc.company_type_id=1;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
658,658,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1914 AND mi_idx.info_type_id<100;","SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1914 AND mi_idx.info_type_id<100;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
659,659,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>3618;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id>3618;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
660,660,job,SELECT * FROM movie_companies mc WHERE mc.company_id<71360 AND mc.company_type_id=1;,SELECT * FROM movie_companies mc WHERE mc.company_id<71360 AND mc.company_type_id=1;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
661,661,job,"SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=1940 AND mi.info_type_id<3;","SELECT * FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=1940 AND mi.info_type_id<3;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
662,662,job,SELECT * FROM cast_info ci WHERE ci.person_id>3123422;,SELECT * FROM cast_info ci WHERE ci.person_id>3123422;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
663,663,job,"SELECT * FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<2012 AND mc.company_id<14038 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 1 AND production_year < 2012) AS t222 INNER JOIN (SELECT * FROM movie_companies WHERE company_id < 14038 AND company_type_id < 2) AS t223 ON t222.id = t223.movie_id INNER JOIN movie_info AS movie_info61 ON t222.id = movie_info61.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
664,664,job,SELECT * FROM cast_info ci WHERE ci.person_id>520862;,SELECT * FROM cast_info ci WHERE ci.person_id>520862;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
665,665,job,"SELECT * FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<4 AND mc.company_type_id<2;",SELECT * FROM (SELECT * FROM title WHERE kind_id < 4) AS t INNER JOIN (SELECT * FROM movie_companies WHERE company_type_id < 2) AS t0 ON t.id = t0.movie_id INNER JOIN movie_info_idx ON t.id = movie_info_idx.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
666,666,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2005 AND mk.keyword_id<16141;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2005 AND mk.keyword_id<16141;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
667,667,job,SELECT * FROM cast_info ci WHERE ci.person_id>180997 AND ci.role_id=1;,SELECT * FROM cast_info ci WHERE ci.person_id>180997 AND ci.role_id=1;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
668,668,job,"SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=1947 AND mc.company_id>67911 AND mc.company_type_id=2;","SELECT * FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=1947 AND mc.company_id>67911 AND mc.company_type_id=2;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
669,669,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1969 AND mk.keyword_id>5445;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1969 AND mk.keyword_id>5445;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
670,670,job,SELECT * FROM movie_companies mc WHERE mc.company_id<11792;,SELECT * FROM movie_companies mc WHERE mc.company_id<11792;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
671,671,job,SELECT * FROM movie_companies mc WHERE mc.company_id<1260 AND mc.company_type_id=2;,SELECT * FROM movie_companies mc WHERE mc.company_id<1260 AND mc.company_type_id=2;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
672,672,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=14913;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=14913;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
673,673,job,"SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year<1988;","SELECT * FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year<1988;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
674,674,job,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=22133;,SELECT * FROM movie_keyword mk WHERE mk.keyword_id=22133;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
675,675,job,SELECT * FROM movie_companies mc WHERE mc.company_id>11377 AND mc.company_type_id=1;,SELECT * FROM movie_companies mc WHERE mc.company_id>11377 AND mc.company_type_id=1;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
676,676,job,SELECT * FROM movie_companies mc WHERE mc.company_id>2298 AND mc.company_type_id=1;,SELECT * FROM movie_companies mc WHERE mc.company_id>2298 AND mc.company_type_id=1;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
677,677,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=4607;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=4607;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
678,678,job,"SELECT * FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1995 AND mi_idx.info_type_id>100;",SELECT * FROM (SELECT * FROM title WHERE kind_id = 7 AND production_year > 1995) AS t213 INNER JOIN movie_info AS movie_info59 ON t213.id = movie_info59.movie_id INNER JOIN (SELECT * FROM movie_info_idx WHERE info_type_id > 100) AS t214 ON t213.id = t214.movie_id,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
679,679,job,"SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id<310;","SELECT * FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id<310;",['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan']]]"
680,680,job,SELECT * FROM movie_companies mc WHERE mc.company_id=28339 AND mc.company_type_id>1;,SELECT * FROM movie_companies mc WHERE mc.company_id=28339 AND mc.company_type_id>1;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
681,681,job,SELECT * FROM cast_info ci WHERE ci.person_id<1602074;,SELECT * FROM cast_info ci WHERE ci.person_id<1602074;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
682,682,job,SELECT * FROM cast_info ci WHERE ci.person_id<2902560;,SELECT * FROM cast_info ci WHERE ci.person_id<2902560;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
683,683,job,SELECT * FROM movie_companies mc WHERE mc.company_id=86997 AND mc.company_type_id=2;,SELECT * FROM movie_companies mc WHERE mc.company_id=86997 AND mc.company_type_id=2;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
684,684,job,SELECT * FROM title t WHERE t.kind_id>2 AND t.production_year=1970;,SELECT * FROM title t WHERE t.kind_id>2 AND t.production_year=1970;,['Empty List'],"['LogicalProject', 'LogicalFilter', 'LogicalTableScan']"
685,685,job,"SELECT * FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>2012 AND mi.info_type_id<108;",SELECT * FROM (SELECT * FROM title WHERE production_year > 2012) AS t INNER JOIN cast_info ON t.id = cast_info.movie_id INNER JOIN (SELECT * FROM movie_info WHERE info_type_id < 108) AS t0 ON t.id = t0.movie_id;,['Empty List'],"['LogicalProject', ['LogicalFilter', ['LogicalJoin', ['LogicalJoin', 'LogicalTableScan', 'LogicalTableScan'], ['LogicalTableScan']]]]"
